,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month,year,day,dayofweek
6686,369950.0,3,1.75,1640,4860,1.0,0,0,3,8,1200,440,1965,0,98125,47.7125,-122.32,1480,7200,7,2014,11,4
10371,581000.0,2,1.0,1170,4080,1.0,0,0,4,7,1170,0,1909,0,98117,47.6784,-122.386,1560,4586,5,2015,2,5
13558,260000.0,3,2.75,1730,4131,2.0,0,2,3,7,1480,250,1975,0,98106,47.5327,-122.346,1570,4120,4,2015,14,1
8553,224000.0,2,1.0,1150,15000,1.0,0,0,3,6,1060,90,1930,2013,98168,47.4935,-122.316,1350,15000,10,2014,6,0
9270,585000.0,3,2.75,3080,7282,2.0,0,0,3,9,3080,0,2008,0,98059,47.4826,-122.149,3080,7274,1,2015,28,2
1584,1375000.0,3,1.5,1850,10572,1.0,0,0,4,8,1850,0,1953,0,98004,47.6194,-122.208,3030,12752,10,2014,22,2
2298,900000.0,5,3.0,4350,37169,2.0,0,0,3,10,2950,1400,1972,0,98005,47.6518,-122.16,3280,41631,8,2014,27,2
5712,472000.0,5,2.25,1780,7245,1.0,0,0,4,8,1330,450,1976,0,98052,47.6946,-122.12,1780,7653,9,2014,30,1
19466,1500000.0,5,3.5,3520,5400,2.0,0,0,3,9,2400,1120,2008,0,98119,47.6364,-122.363,1360,3600,3,2015,3,1
11693,422500.0,4,2.5,2550,8824,2.0,0,0,3,9,2550,0,1990,0,98031,47.3979,-122.212,2630,11237,11,2014,18,1
8180,260000.0,4,2.5,2000,37045,2.0,0,0,3,8,2000,0,1989,0,98042,47.3398,-122.071,2390,36868,6,2014,23,0
9444,390000.0,2,1.0,1140,8147,1.0,0,0,3,7,1140,0,1958,0,98125,47.7278,-122.289,1260,8148,3,2015,19,3
12622,518000.0,3,1.5,1430,8000,1.0,0,0,4,7,1430,0,1956,0,98007,47.5874,-122.136,1450,8000,5,2014,6,1
21101,277140.0,3,1.5,1190,785,2.0,0,0,3,8,920,270,2014,0,98052,47.6781,-122.117,2820,5626,8,2014,15,4
18359,332500.0,4,1.0,1670,8102,1.5,0,0,3,6,1670,0,1944,0,98166,47.4692,-122.355,1310,7906,4,2015,27,0
9686,296000.0,3,1.75,1360,10742,1.0,0,0,5,7,960,400,1971,0,98058,47.4351,-122.173,1830,9000,9,2014,3,2
4759,800866.0,5,2.5,3180,13806,2.0,0,0,4,10,3180,0,1990,0,98033,47.652,-122.182,3180,13798,5,2014,5,0
9631,399000.0,3,1.0,860,9403,1.0,0,0,4,6,860,0,1942,1990,98033,47.6815,-122.173,2136,13009,9,2014,25,3
1518,500000.0,3,2.0,1720,5525,1.0,0,2,5,7,960,760,1941,0,98108,47.559,-122.298,1760,5525,6,2014,2,0
3261,256000.0,3,1.0,880,5375,1.0,0,0,4,5,880,0,1924,0,98055,47.4858,-122.202,980,4838,7,2014,23,2
18598,325000.0,3,2.0,1750,9000,1.5,0,0,4,5,1750,0,1936,0,98133,47.7489,-122.35,1830,8100,3,2015,20,4
9370,251200.0,4,1.5,1310,8250,1.0,0,0,3,7,1060,250,1953,0,98148,47.425,-122.332,1260,8255,5,2014,19,0
17266,620000.0,4,2.5,2720,34498,1.0,0,0,5,7,1360,1360,1966,0,98075,47.5832,-122.02,1920,22474,9,2014,23,1
7384,249950.0,2,1.0,940,8532,1.0,0,0,4,7,940,0,1959,0,98166,47.4814,-122.343,1050,8100,5,2014,22,3
15056,360000.0,4,2.5,2610,7333,2.0,0,0,3,8,2610,0,1988,0,98003,47.2721,-122.293,2280,9033,4,2015,9,3
2962,310000.0,3,1.0,1210,7649,1.0,0,0,4,7,1210,0,1956,0,98155,47.7693,-122.32,1210,6760,12,2014,8,0
16157,517850.0,5,2.75,3050,7500,1.0,0,0,4,8,1800,1250,1966,0,98034,47.7249,-122.187,2060,7848,7,2014,28,0
3980,750000.0,4,1.5,1950,6300,1.5,0,1,3,7,1650,300,1944,0,98115,47.6819,-122.271,1760,6300,3,2015,24,1
2853,350000.0,2,1.0,1350,3880,1.0,0,0,3,6,950,400,1927,0,98103,47.6842,-122.344,1670,3920,3,2015,24,1
15505,700000.0,4,1.75,1870,6000,1.0,0,0,5,8,1670,200,1949,0,98199,47.6435,-122.399,1710,6000,4,2015,14,1
2241,1000000.0,5,1.0,2010,5210,1.5,0,0,3,9,1890,120,1927,0,98119,47.6501,-122.37,2330,5000,5,2015,3,6
5532,602000.0,4,2.5,2000,7376,2.0,0,0,3,8,2000,0,1990,0,98029,47.5719,-121.999,1950,5218,3,2015,20,4
5998,599000.0,4,2.0,3410,15143,2.0,0,0,4,8,3410,0,1972,1987,98052,47.6709,-122.052,2350,25936,12,2014,1,0
13043,174950.0,2,1.0,730,6000,1.0,0,0,3,6,730,0,1950,1985,98198,47.3832,-122.3,1750,7200,12,2014,8,0
20747,265000.0,2,1.5,1084,3427,2.0,0,0,3,7,1084,0,1976,0,98125,47.7117,-122.326,1084,6250,4,2015,12,6
3242,491500.0,3,2.25,1560,12000,1.0,0,0,4,7,1110,450,1968,0,98034,47.7256,-122.166,2190,4612,5,2015,6,2
4864,175000.0,2,1.0,1160,6911,1.0,0,0,3,7,1160,0,1947,0,98125,47.7149,-122.318,1120,6948,2,2015,18,2
7812,280000.0,3,1.75,1740,8625,1.0,0,0,4,7,1240,500,1978,0,98023,47.3054,-122.38,1980,8625,4,2015,30,3
177,385000.0,3,1.0,1220,4800,1.0,0,0,3,6,1220,0,1901,0,98122,47.6101,-122.307,1200,4800,5,2014,30,4
5047,764000.0,4,2.5,2790,7938,2.0,0,0,3,9,2790,0,1997,0,98074,47.6223,-122.026,2780,7779,6,2014,18,2
14252,572000.0,3,2.25,1830,7897,1.0,0,0,4,8,1290,540,1986,0,98052,47.6914,-122.103,1990,8306,6,2014,4,2
11200,700000.0,3,2.75,2500,7378,1.0,0,0,5,7,1390,1110,1948,0,98177,47.7032,-122.37,2040,7140,6,2014,11,2
18784,419000.0,2,1.0,720,4592,1.0,0,0,4,6,720,0,1943,0,98199,47.6534,-122.404,1030,5816,11,2014,20,3
14808,1050000.0,4,3.0,3080,10757,2.0,0,3,5,8,3080,0,1961,0,98006,47.5671,-122.159,2810,10757,2,2015,20,4
5091,475000.0,4,2.0,1790,2250,1.0,0,2,4,7,840,950,1909,0,98103,47.6526,-122.345,1440,1545,5,2014,21,2
4906,395000.0,3,1.5,1280,15028,1.0,0,0,3,7,1280,0,1982,0,98074,47.6304,-122.035,1470,13698,2,2015,4,2
7377,740000.0,3,1.5,1630,4080,1.5,0,0,4,8,1630,0,1927,0,98115,47.6756,-122.308,1950,4080,4,2015,21,1
7023,770000.0,7,2.25,3260,8145,2.0,0,0,5,8,3260,0,1967,0,98008,47.6336,-122.115,2340,8145,10,2014,2,3
15045,402000.0,4,2.75,2950,15540,1.0,0,0,4,8,2120,830,1974,0,98042,47.3845,-122.152,2840,17136,6,2014,29,6
21151,265050.0,2,1.5,800,2119,2.0,0,0,3,7,800,0,2008,0,98106,47.554,-122.362,1020,4800,7,2014,2,2
13200,595000.0,4,2.5,1990,2175,2.0,0,0,3,8,1680,310,2005,0,98107,47.6696,-122.371,1560,2087,6,2014,6,4
8759,411500.0,3,1.0,1130,8159,1.0,0,0,4,7,1130,0,1954,0,98133,47.7362,-122.333,1570,8162,3,2015,9,0
5017,219950.0,3,1.0,1300,9620,1.0,0,0,3,7,1300,0,1971,0,98003,47.282,-122.331,1420,9620,2,2015,6,4
19516,480000.0,3,2.25,1820,15000,1.0,0,0,3,7,1480,340,1978,0,98028,47.7401,-122.249,1930,13600,5,2015,13,2
8829,603500.0,4,2.5,4060,9734,1.0,0,4,3,9,2150,1910,1977,0,98028,47.7678,-122.254,2750,10370,6,2014,4,2
12880,442573.0,3,1.75,1780,7567,1.0,0,0,3,7,1290,490,1980,0,98034,47.7314,-122.225,1910,8645,8,2014,13,2
20152,1481000.0,4,3.5,5220,15411,2.0,0,3,3,11,3550,1670,2006,0,98075,47.592,-122.085,3110,14124,8,2014,20,2
1735,445000.0,4,2.5,2340,3784,2.0,0,0,3,8,2340,0,2008,0,98106,47.535,-122.348,1730,4000,6,2014,5,3
21269,365000.0,5,2.75,2410,5003,1.0,0,0,3,7,1410,1000,2008,0,98118,47.5298,-122.274,1590,5003,5,2014,7,2
9921,325000.0,4,1.0,1530,5684,1.0,0,0,3,7,1130,400,1957,0,98108,47.5507,-122.298,1540,6095,9,2014,22,0
4700,670000.0,4,2.0,2250,4200,1.5,0,0,3,7,1650,600,1909,0,98122,47.6136,-122.297,1200,3360,3,2015,31,1
196,423000.0,4,2.0,1970,6480,1.5,0,0,5,7,1130,840,1920,0,98108,47.5511,-122.312,1500,6480,11,2014,11,1
14464,573300.0,2,1.75,1290,6600,1.0,0,2,3,7,870,420,1951,0,98136,47.531,-122.39,2380,7370,4,2015,23,3
17394,145000.0,1,0.75,480,9750,1.0,0,0,2,4,480,0,1948,0,98146,47.4982,-122.362,1550,9924,8,2014,25,0
19979,447055.0,4,2.5,2448,4949,2.0,0,0,3,9,2448,0,2014,0,98030,47.3428,-122.179,2815,5446,7,2014,14,0
8640,225000.0,3,1.75,1460,8372,1.0,0,0,4,7,1460,0,1981,0,98042,47.3683,-122.087,1220,7803,10,2014,30,3
15713,593567.0,3,2.5,1770,3205,2.0,0,0,3,9,1770,0,2005,0,98052,47.6658,-122.084,2120,4134,4,2015,29,2
20201,640000.0,2,2.25,1540,958,3.0,0,0,3,9,1540,0,2007,0,98122,47.6179,-122.318,1410,958,5,2014,19,0
11307,492000.0,4,2.5,3305,16164,1.5,0,0,5,7,2245,1060,1922,1956,98133,47.7563,-122.338,1620,8883,5,2014,7,2
9432,869000.0,5,3.25,4180,49222,2.0,0,0,4,8,2880,1300,1979,0,98027,47.5488,-122.094,3170,8029,5,2014,19,0
424,375000.0,2,1.0,940,5120,1.0,0,0,3,7,940,0,1909,0,98122,47.6073,-122.308,1300,5120,7,2014,17,3
19355,370000.0,4,3.0,2490,5706,2.0,0,0,3,9,2490,0,2005,0,98042,47.3509,-122.165,2650,5880,4,2015,9,3
6908,469000.0,4,1.75,2960,11347,1.0,0,0,4,8,1570,1390,1946,0,98166,47.4738,-122.353,1660,8911,3,2015,27,4
18576,315000.0,3,1.0,890,5200,1.0,0,0,3,7,890,0,1957,0,98118,47.559,-122.277,1420,6000,1,2015,6,1
5599,350000.0,4,2.75,2500,11659,1.0,0,2,3,9,1490,1010,1979,0,98003,47.3381,-122.332,2830,9915,2,2015,4,2
6879,327500.0,3,2.25,2310,7200,2.0,0,0,3,8,2310,0,1990,0,98031,47.4051,-122.193,1960,7201,6,2014,30,0
7695,394000.0,3,2.5,2550,5349,2.0,0,0,3,7,2550,0,2004,0,98038,47.3504,-122.026,2640,5400,4,2015,15,2
10627,892500.0,3,1.75,2120,56192,1.0,0,1,3,9,1720,400,1959,0,98177,47.7665,-122.372,2240,20500,8,2014,22,4
16619,338500.0,2,1.0,720,6050,1.0,0,0,2,5,720,0,1951,0,98125,47.7259,-122.29,1480,7280,2,2015,2,0
2368,575000.0,2,1.75,1840,4076,1.0,0,0,3,8,1140,700,1957,0,98117,47.6875,-122.393,1540,4076,12,2014,1,0
19652,274000.0,3,2.5,1830,2517,2.0,0,0,3,8,1830,0,2005,0,98055,47.4496,-122.189,1610,2762,12,2014,22,0
11196,209000.0,3,1.0,1330,6900,1.0,0,0,3,7,1330,0,1976,0,98023,47.3033,-122.381,1530,7000,12,2014,2,1
2139,735000.0,4,1.75,2100,7960,1.0,0,0,3,8,1340,760,1955,0,98004,47.6079,-122.195,2060,7960,9,2014,4,3
8594,459950.0,4,2.0,2760,21465,1.0,0,0,4,9,2120,640,1979,0,98042,47.3818,-122.165,2550,13144,4,2015,14,1
20188,602000.0,3,3.25,1460,1367,3.0,0,0,3,8,1460,0,2008,0,98103,47.6485,-122.334,1310,1191,3,2015,10,1
400,557000.0,3,3.5,1710,2096,2.0,0,0,3,8,1290,420,2008,0,98122,47.6055,-122.305,1630,1543,3,2015,6,4
9922,429950.0,4,2.25,1740,10875,1.0,0,0,3,8,1740,0,1967,0,98059,47.5132,-122.157,1680,10701,12,2014,15,0
21390,300000.0,3,2.5,2540,5050,2.0,0,0,3,7,2540,0,2006,0,98042,47.3358,-122.055,2280,5050,5,2014,2,4
14360,420000.0,4,2.5,2170,10500,1.0,0,0,3,7,1570,600,1962,0,98155,47.7512,-122.295,1850,11127,10,2014,15,2
7592,449000.0,4,2.25,2230,8440,2.0,0,0,4,8,2230,0,1968,0,98011,47.7558,-122.217,2160,9412,10,2014,22,2
194,230000.0,3,1.0,1060,10228,1.0,0,0,3,7,1060,0,1948,0,98155,47.7481,-122.3,1570,10228,12,2014,1,0
11609,705000.0,6,2.75,2830,10579,1.0,0,0,4,8,1430,1400,1967,0,98005,47.636,-122.171,2060,10745,10,2014,2,3
9627,765000.0,4,2.5,3140,16200,1.0,0,1,3,9,2570,570,1988,0,98166,47.4363,-122.342,2530,13200,11,2014,12,2
11151,256750.0,3,2.5,1990,8991,1.0,0,0,3,7,1570,420,1969,0,98042,47.3939,-122.164,1920,8991,5,2014,21,2
4723,495000.0,3,2.0,2950,12196,2.0,0,0,4,7,2310,640,1918,0,98166,47.4702,-122.365,2320,19844,6,2014,23,0
7747,713250.0,3,2.0,2050,9000,1.0,0,0,4,7,2050,0,1951,0,98040,47.5885,-122.245,2910,8856,6,2014,3,1
661,496500.0,4,2.5,2250,14440,1.0,0,0,3,7,1550,700,1967,0,98027,47.5221,-122.045,2090,11400,11,2014,13,3
14927,245000.0,3,2.25,1900,7250,1.0,0,0,3,7,1250,650,1967,0,98146,47.4869,-122.344,1560,9420,10,2014,6,0
14340,579000.0,3,2.5,1710,1904,2.0,0,0,3,8,1140,570,2003,0,98116,47.5827,-122.387,1260,1316,10,2014,6,0
11107,265000.0,4,3.0,1940,8170,1.0,0,0,4,7,1940,0,1948,0,98155,47.7381,-122.302,1310,8169,7,2014,2,2
18258,260000.0,4,2.75,2240,7200,1.0,0,0,3,7,1140,1100,1967,0,98001,47.3357,-122.275,1580,7416,12,2014,20,5
16321,420000.0,3,2.5,1470,1445,2.0,0,0,3,8,1160,310,2005,0,98029,47.5468,-121.998,1470,1525,5,2015,5,1
11516,880000.0,4,2.75,3220,4392,1.5,0,0,4,9,2320,900,1931,0,98105,47.6713,-122.276,2310,5795,6,2014,30,0
17084,431000.0,4,2.25,2170,10500,1.0,0,2,4,8,1270,900,1960,0,98166,47.4394,-122.338,2080,11019,5,2014,9,4
4277,220000.0,3,1.75,1230,7200,1.0,0,0,3,7,1230,0,1986,0,98023,47.2881,-122.363,1540,7210,10,2014,30,3
6665,455000.0,2,1.0,1070,5150,1.0,0,0,4,6,870,200,1908,0,98117,47.6853,-122.366,1520,3860,1,2015,8,3
20110,436000.0,3,2.5,1150,1193,2.0,0,0,3,8,1020,130,2006,0,98107,47.6684,-122.365,1450,1640,12,2014,22,0
1216,485500.0,4,2.5,2320,3974,2.0,0,0,3,7,2320,0,1999,0,98065,47.532,-121.88,2620,4539,4,2015,8,2
16342,280000.0,3,2.5,1600,4271,2.0,0,0,3,7,1600,0,2000,0,98001,47.3303,-122.269,1700,4746,5,2014,7,2
3555,300000.0,4,3.0,2200,10800,1.0,0,0,3,6,2200,0,1960,0,98058,47.4476,-122.169,1430,10800,7,2014,7,0
7808,750000.0,5,3.5,2160,2323,3.0,0,0,3,9,2160,0,2007,0,98107,47.6726,-122.39,1750,4650,4,2015,29,2
9088,220000.0,3,2.25,1400,7205,1.0,0,0,3,7,1140,260,1985,0,98030,47.349,-122.166,1970,7252,7,2014,17,3
14765,780000.0,3,2.5,2940,15875,2.0,0,0,3,10,2940,0,1994,0,98075,47.5947,-122.016,2980,15875,3,2015,5,3
18355,403000.0,3,2.5,1502,1400,3.0,0,0,3,7,1502,0,2005,0,98115,47.6951,-122.305,1377,1466,2,2015,27,4
16178,257000.0,4,1.75,1900,22896,1.5,0,0,3,7,1360,540,1922,1990,98010,47.3102,-122.023,1300,8960,8,2014,6,2
15762,500000.0,2,1.0,960,5000,1.0,0,0,4,7,960,0,1900,0,98107,47.6755,-122.367,1330,5000,8,2014,25,0
468,340500.0,3,2.0,2270,28025,1.0,0,0,4,7,1920,350,1947,0,98168,47.4857,-122.318,1770,14833,1,2015,7,2
11753,1250000.0,4,4.25,4980,13000,2.0,0,3,3,9,3080,1900,1982,0,98052,47.6406,-122.101,2840,11308,11,2014,25,1
10614,489950.0,3,2.5,2400,7478,2.0,0,0,3,9,2400,0,2002,0,98019,47.7362,-121.974,2980,8182,9,2014,12,4
21321,1350000.0,4,3.5,4680,12495,2.0,0,0,3,10,3040,1640,2008,0,98033,47.6984,-122.206,3240,10749,3,2015,3,1
12392,335000.0,2,1.75,1660,11437,2.0,0,0,3,7,1660,0,1958,1992,98146,47.4899,-122.339,1290,7860,8,2014,13,2
4642,295000.0,4,1.75,1400,11934,1.0,0,0,3,7,1050,350,1961,0,98028,47.7346,-122.244,2080,10400,2,2015,27,4
4847,440000.0,3,2.5,2160,3738,2.0,0,0,3,8,2160,0,1994,0,98126,47.5661,-122.375,1500,4000,2,2015,3,1
17277,220000.0,3,1.75,1230,8917,1.0,0,0,4,7,1230,0,1966,0,98058,47.4528,-122.172,1420,7938,2,2015,11,2
10138,678000.0,3,2.25,2730,10675,2.0,0,0,3,9,2730,0,1990,0,98074,47.6289,-122.042,2770,10570,8,2014,22,4
19075,205000.0,3,1.0,1180,8240,1.0,0,0,4,7,1180,0,1967,0,98003,47.3325,-122.321,1180,7840,7,2014,8,1
11757,160000.0,4,2.25,1800,14722,1.0,0,0,3,7,1440,360,1962,0,98055,47.4874,-122.223,2400,10000,2,2015,11,2
17,485000.0,4,1.0,1600,4300,1.5,0,0,4,7,1600,0,1916,0,98103,47.6648,-122.343,1610,4300,5,2014,29,3
10680,306888.0,2,1.5,1010,7719,2.0,0,0,3,7,1010,0,1981,0,98056,47.5128,-122.189,1210,7719,6,2014,10,1
10628,455500.0,3,2.0,1460,10311,1.0,0,0,4,7,1460,0,1975,0,98052,47.6771,-122.156,1690,9679,5,2014,27,1
6644,580379.0,4,2.75,2240,27820,1.5,0,0,4,8,2240,0,1976,0,98075,47.5936,-122.054,2330,20000,6,2014,11,2
4089,135000.0,1,1.0,790,13062,1.0,0,0,3,6,790,0,1942,0,98168,47.4919,-122.311,1240,7137,6,2014,4,2
15169,616200.0,5,3.25,3920,4832,2.0,0,0,3,9,3030,890,2014,0,98065,47.5202,-121.885,2660,4832,9,2014,10,2
19543,385000.0,2,1.5,1370,159865,1.0,0,0,3,7,1370,0,1960,0,98072,47.7592,-122.092,1370,16217,1,2015,5,0
3809,430000.0,5,3.0,2500,5750,1.0,0,0,3,8,1430,1070,1999,0,98126,47.551,-122.369,1980,7130,12,2014,5,4
12757,425000.0,2,1.0,540,2500,1.0,0,0,3,5,540,0,1905,0,98107,47.6729,-122.383,1290,5000,4,2015,15,2
20218,450000.0,4,2.5,2290,5515,2.0,0,0,3,8,2290,0,2006,0,98106,47.5518,-122.357,1380,5515,8,2014,14,3
361,380000.0,5,2.5,2760,11340,2.0,0,0,4,9,2760,0,1978,0,98059,47.4769,-122.141,2470,11340,8,2014,28,3
5255,658000.0,3,1.0,1290,12005,1.0,0,0,4,7,1290,0,1966,0,98033,47.6835,-122.199,1930,8000,4,2015,8,2
8236,415000.0,3,2.25,1950,8868,1.0,0,0,3,7,1350,600,1964,0,98155,47.7538,-122.312,1300,8880,5,2014,27,1
14595,485000.0,3,1.75,2200,7706,2.0,0,2,3,7,2200,0,1908,1988,98198,47.3878,-122.326,1170,70973,5,2014,19,0
7884,278800.0,4,2.5,2440,7797,1.0,0,0,3,8,1560,880,1965,0,98031,47.3895,-122.222,2090,8100,2,2015,10,1
8157,220000.0,3,1.0,1460,10200,1.0,0,0,4,7,1460,0,1957,0,98055,47.4238,-122.197,1460,8500,8,2014,14,3
8058,361000.0,3,2.25,2470,5650,1.0,0,2,3,7,1550,920,1973,0,98178,47.5072,-122.252,1660,5650,5,2015,4,0
8258,787888.0,4,2.25,2580,21115,2.0,0,0,4,9,2580,0,1977,0,98040,47.5566,-122.219,2690,10165,8,2014,26,1
17574,680000.0,3,1.75,2140,3584,1.0,0,0,3,7,1070,1070,1952,0,98199,47.636,-122.391,1620,4000,7,2014,19,5
2458,739900.0,5,2.5,2980,5377,2.0,0,0,3,9,2980,0,2006,0,98052,47.7074,-122.101,3150,6593,6,2014,25,2
16699,234950.0,3,2.0,1430,10850,1.0,0,0,3,7,1430,0,1994,0,98001,47.2671,-122.233,1610,8015,9,2014,9,1
4936,440000.0,4,1.5,1690,3245,1.5,0,0,3,8,1690,0,1929,0,98126,47.5445,-122.375,1380,1590,12,2014,2,1
3700,223000.0,3,2.0,1110,7231,1.0,0,0,4,7,1110,0,1991,0,98031,47.4036,-122.191,1550,7245,7,2014,2,2
863,910000.0,3,3.5,2480,3200,2.0,0,0,3,10,2480,0,2010,0,98144,47.5951,-122.307,1980,3200,3,2015,3,1
16611,767250.0,4,3.0,2170,2500,2.0,0,0,3,8,1710,460,1997,0,98115,47.6742,-122.303,2170,4080,10,2014,21,1
9094,425000.0,3,1.75,1510,44000,1.0,0,0,3,7,1240,270,1989,0,98045,47.4851,-121.716,2290,36242,5,2014,30,4
10155,750000.0,4,2.5,3020,13122,2.0,0,0,3,9,2540,480,1997,0,98052,47.6989,-122.111,3020,10873,10,2014,15,2
6213,299950.0,2,1.0,890,5200,1.0,0,0,4,6,890,0,1941,0,98126,47.5311,-122.373,950,5200,3,2015,19,3
10202,530000.0,3,1.0,1370,4040,1.5,0,0,3,7,1370,0,1906,0,98103,47.6867,-122.354,1220,3030,7,2014,24,3
6207,337500.0,2,1.0,1300,6731,1.0,0,0,3,7,1300,0,1950,0,98116,47.5697,-122.395,1240,6731,12,2014,22,0
2346,520000.0,3,2.5,2280,58712,2.5,0,3,3,9,2280,0,1987,0,98010,47.3053,-122.0,2240,24332,11,2014,10,0
17087,1070000.0,6,3.25,3560,21400,2.0,0,4,4,9,3560,0,1952,0,98177,47.7602,-122.372,3560,24338,3,2015,26,3
16739,554000.0,3,1.75,1760,10780,1.0,0,0,3,8,1760,0,1977,0,98005,47.5938,-122.154,2090,10780,6,2014,9,0
9057,254000.0,3,1.0,1270,16800,1.0,0,0,4,7,1270,0,1957,0,98188,47.4599,-122.276,1700,10200,5,2015,5,1
20689,275000.0,3,2.25,1450,4040,2.0,0,0,3,7,1450,0,2010,0,98038,47.3665,-122.022,1610,4040,2,2015,11,2
6510,815000.0,4,1.5,2060,16110,1.0,0,0,4,8,2060,0,1949,0,98004,47.5983,-122.202,2060,16110,7,2014,29,1
15216,475000.0,4,3.0,2400,5400,2.0,0,2,4,7,1600,800,1965,0,98178,47.5099,-122.26,2400,5400,12,2014,27,5
10508,465000.0,2,1.0,1120,4000,1.0,0,0,3,7,1120,0,1926,0,98105,47.6567,-122.327,1620,4000,3,2015,26,3
3006,530000.0,2,2.0,1680,4950,1.0,0,0,3,8,1680,0,2006,0,98053,47.7194,-122.022,1570,4800,5,2014,13,1
19198,699999.0,3,0.75,1240,4000,1.0,0,0,4,7,1240,0,1968,0,98112,47.6239,-122.297,1460,4000,1,2015,22,3
3729,866500.0,4,3.5,3080,4945,2.0,0,0,3,9,2010,1070,2014,0,98126,47.5662,-122.379,1220,4945,2,2015,9,0
18076,427000.0,3,1.75,1680,8610,1.0,0,0,4,7,1290,390,1969,0,98034,47.7246,-122.173,1640,8809,12,2014,1,0
12424,899000.0,3,1.0,1480,6978,2.0,0,0,4,8,1480,0,1949,1985,98004,47.6497,-122.217,2660,13062,6,2014,23,0
21232,312000.0,3,2.5,1750,4076,2.0,0,0,3,7,1750,0,2013,0,98038,47.3597,-122.045,1810,4090,10,2014,25,5
9357,715000.0,4,2.5,2370,10000,1.0,0,0,5,8,1660,710,1974,0,98052,47.6383,-122.099,2480,9875,7,2014,25,4
5795,327500.0,4,1.75,1650,7800,1.0,0,0,3,8,1650,0,1968,0,98058,47.4507,-122.139,1750,10400,6,2014,4,2
4658,605000.0,3,2.25,2080,12134,1.0,0,0,4,8,1530,550,1973,0,98052,47.6315,-122.102,2320,12400,7,2014,2,2
21157,700000.0,3,2.5,2050,4185,2.0,0,0,3,9,2050,0,2011,0,98117,47.6922,-122.371,1150,5000,6,2014,5,3
3721,884900.0,7,4.75,5370,10800,1.5,0,0,3,8,5370,0,1967,0,98040,47.538,-122.223,2310,10910,1,2015,15,3
1498,1218000.0,4,3.0,3470,4750,2.0,0,2,3,9,2370,1100,2014,0,98116,47.5917,-122.386,2420,4761,3,2015,16,0
12510,260000.0,3,2.25,1610,7423,2.0,0,0,4,7,1610,0,1990,0,98042,47.3713,-122.091,1530,8102,5,2015,8,4
13423,720000.0,3,2.75,2440,76531,1.0,0,0,3,10,1640,800,1980,0,98072,47.7672,-122.161,1890,10042,11,2014,10,0
7282,600000.0,3,2.5,1350,187313,1.0,0,0,4,7,1350,0,1997,0,98077,47.7369,-122.049,2310,49222,10,2014,29,2
20266,625000.0,2,2.25,1390,916,2.0,0,0,3,8,1165,225,2007,0,98122,47.6168,-122.314,1415,1488,11,2014,20,3
10622,692500.0,4,3.0,2820,11500,2.0,0,0,3,10,2820,0,1991,0,98075,47.5826,-122.028,2770,9694,12,2014,5,4
7764,407450.0,4,1.5,2310,68824,2.0,0,0,4,7,2310,0,1968,0,98010,47.3354,-122.031,2020,39900,6,2014,18,2
12520,710000.0,5,2.5,2570,9600,1.0,0,2,3,8,1620,950,1956,0,98125,47.7216,-122.282,2680,9900,10,2014,13,0
18170,415000.0,1,1.0,1230,3774,1.0,0,0,4,6,830,400,1924,0,98103,47.6886,-122.354,1300,3774,9,2014,10,2
5371,350000.0,2,1.0,1620,9205,1.0,0,0,5,6,850,770,1921,0,98034,47.7119,-122.23,2460,5469,6,2014,19,3
19558,900000.0,4,2.0,1980,7200,2.0,0,3,3,8,1700,280,1910,0,98119,47.6318,-122.369,2490,4200,8,2014,15,4
19507,445000.0,4,2.5,2760,8558,2.0,0,0,3,7,2760,0,2001,0,98056,47.4802,-122.189,2760,7703,4,2015,10,4
2066,460000.0,3,2.5,1730,8490,1.0,0,0,3,7,1210,520,1969,0,98034,47.7187,-122.219,1870,7400,6,2014,26,3
8128,447000.0,3,1.75,1400,6750,1.0,0,0,3,7,1040,360,1975,0,98034,47.717,-122.226,1860,7480,3,2015,23,0
20366,635000.0,4,2.5,2500,4000,2.0,0,0,3,8,2500,0,2014,0,98144,47.5902,-122.311,1480,4300,2,2015,9,0
4187,400800.0,4,1.0,1070,5750,1.0,0,0,3,6,870,200,1923,0,98126,47.564,-122.379,1270,5750,3,2015,4,2
10938,481000.0,3,2.0,2580,15653,1.5,0,0,3,9,2580,0,1990,0,98166,47.4561,-122.361,1920,9840,10,2014,22,2
7074,632000.0,5,2.5,2260,10087,1.0,0,0,3,8,1520,740,1967,0,98008,47.5982,-122.128,2500,9440,8,2014,27,2
6129,590000.0,4,1.5,2230,5109,1.5,0,0,3,7,1330,900,1918,0,98115,47.6996,-122.31,1630,5109,10,2014,29,2
2678,462000.0,3,2.75,1890,2614,2.0,0,0,4,9,1890,0,1979,0,98008,47.6102,-122.114,1800,2769,11,2014,5,2
15128,340000.0,4,2.5,2665,5868,2.0,0,0,3,9,2665,0,2006,0,98030,47.3831,-122.185,2665,6092,3,2015,5,3
18733,229000.0,4,1.5,1820,22814,1.5,0,0,3,7,1820,0,1920,0,98125,47.7321,-122.296,1770,9150,12,2014,20,5
